Turkish,English
versinler,let them give
bombaya,bomb
kimliğiniz,Your identity is
cereyan,draft
mortimer,mortimer
giymen,wearer
dairene,to your apartment
komşularımız,our neighbors
kocacığım,my husband
kenobi,kenobi
bolt,bolt
sevdiğimden,From I Love
belanın,of trouble
tüylerini,feathers
clooney,clooney
okumuyor,does not read
evrimsel,evolutionary
shagrathian,Shagrathian
planlarımı,my plans
göremeyiz,We cannot see
korudun,you kept
uyluk,thigh
yemesini,hereat
beceremiyorum,I'm not able to fuck
oğlanları,boys
bacağıma,to my leg
vurulduğunda,When struck
saçlarının,your hair
yayılmasını,spread
karınıza,to your wife
bilgisayarımı,my computer
çarşaflar,sheets
uğraştın,you've been dealing with
ısırıyor,biting
karina,carina
suh,seductive
antrenmanı,workout
çiğne,chewing
tanıştığında,when he met
chick,chick
dolaşalım,let us walk
bulabildiğin,that you can find
hediyelerini,their presents
ange,ange
moreau,morau
bisikletin,bicycle
vitamini,vitamin
vicodin,vicodin
borden,borden
öğrenebildin,you were able to learn
küstahça,cheekily
suzuki,suzuki
bayraktar,flagman
davranırdı,would be treated
dre,dre
gerekmektedir,It is required
fransızların,of the French
tıkılı,stable
saklıyorsunuz,you are hiding
arttırır,increases
hutch,hutch
oylar,votes
esinti,breeze
içtiğin,that you drink
almanlara,to the Germans
şaşılacak,amazing
basında,press
grevi,striker
ödenek,allowance
çıkartayım,I'm sticker
yakaladığı,caught
partnerin,partner
spiral,spiral
dokunulmaz,untouchable
halkaları,rings
lastikleri,tires
grubuyla,with a group of
getiremezsin,You cannot bring
duyduklarım,I have heard
aşkından,from his love
lanie,lanie
huzurlarınızda,in your peace
fikirlerimi,my ideas
meselesine,to the issue of
muhabirler,reporter
arardı,he was looking for
koymadan,without putting
güvendiğini,relying
olmasaydınız,If you were not
güvercinler,pigeons
şaşırtan,amazing
istermisiniz,Do you want to
girişimci,entrepreneur
cumhurbaşkanı,president
düşünürseniz,If you think about
channel,Channel
tepsi,tray
savunacak,will defend
tılsımı,talisman
corinne,Corinne
kieran,kieran
öğrettiğin,you teach
hatanın,fault
unun,flour
başlamıyoruz,We do not start
kings,kings
uyursun,you sleep
milyonun,of million
krize,crisis
görünmüyorsunuz,You are not visible
spider,spider
beğendiğim,I like it
alabilirdim,I could have had
kılıf,cover
kaçakçı,smuggler
bassam,bassem
magnum,Magnum
yetkililerin,the authorities
binmeden,riding
gireceksiniz,You will enter
çuvalladım,I sacked
kurtardığınız,you recovered
veremiyor,unable to give
hissetmeme,fancy
laboratuvarına,to the lab
işlevi,function
popomu,popmoma
deanna,deanna
açmanın,opening
edenlerin,of those who are
devletlerin,of the states
söyleyemiyor,unable to say
kodumun,of my code.
ilkokul,primary school
francois,francois
clancy,clancy
kostümün,your costume
cezalandırıyor,punishes
saklanarak,hiding
kaplıyor,coating
yapmışsındır,you have done
kaçmaktan,from running away
başlamanın,starting
sokmam,me
soğumaya,to cool
pipo,pipe
arttırıyorum,I am increasing
kaçabilirsin,you can run away
fırlatmak,throw
gülümsemeye,to smile
koyduğumu,I have put my
navigasyon,navigation
şehrini,to the city of
amatörler,amateurs
ashton,ashton
saklıyordu,he was hiding
eşinize,to your partner
hindiyi,turkey
şurdan,syllabus
çingeneler,Gypsies
leopold,leopold
banner,banner
hayâl,dream
kahkahalar,laughter
whistler,whistler
insanlarin,peoples
uymadı,did not match
kaderimizi,our destiny
şirketlerinin,of their company.
tünelleri,tunnels
piyasası,market
pençesi,claw
sırasıyla,respectively
senkron,synchronicity
kıçlarını,their ass
bulandırıyorsun,you are finding
İlgileniyorum,I am interested
sağlayacağını,will provide
aylarda,in the months
flo,flo
seinfeld,seinfeld
fayed,fayed
çıplaklık,nudity
kurallarım,my rules
verebilirdim,I could give it
konağı,monor
birazı,bir
yarasını,wound
kıyafetlerle,with clothes
diyebileceğim,I can say that
konuştuğuna,talk
adsız,unnamed
ağza,gym
dolaştı,wandering
düşler,dreams
savas,war
zırvalamayı,bunk
çıkarıyorsunuz,you are doing it
ekibinde,on his team
öldüreceğimi,I will be killed
bizdik,tot
ödediler,they paid
kaskı,helmet
yel,wind
downton,downton
obi-wan,obi-wan
travers,traverse
koyamaz,can't put on
part-time,part-time
sami,sami
terminal,terminal
vazgeçmelisin,You should give up on
koçun,coach
etmemeli,should not
volvo,volvo
kralının,king
çocukluğumuzdan,from our childhood
makineden,from the machine
selamün,your salute
köpeğiniz,your dog
yenilik,innovation
düşünemem,I can't think of
imajı,image
kizi,daughter
konuşmuyorlar,They don't talk
frenler,brakes
parçalı,fragmented
giyerek,wearing
konuşmalı,should talk
demiştir,he said
valhalla,vallla
kurumuna,to the institution
edenlere,to those who are
umdum,hoped
yakalaması,capture
modu,mode
karo,tile
götlek,asshole
askersin,Askersin
itirazı,objection
nefese,panting
tanığa,in the witness
sözlük,dictionary
terapisti,therapist
bej,beige
düzenliyorum,I'm editing
tesiste,in the facility
İşletme,Business
suit,suite
kwan,kwan
adamıydı,he was the man
demene,dash
brain,brain
bahçesindeki,yard
kısaltması,abbreviation
normandiya,Normandy
rue,rue
sakini,residential
nadirdir,is rare
surata,Surata
marslı,Martian
savunuyor,defends
mata,mata
kurala,rule
görünmezlik,invisibility
yakamdan,by
sıyırdı,wrecked
haru,haru
makinesinde,on the machine
enstrüman,instrument
yarat,create
cümleler,sentences
varlar,exist
tele,tele
kovboylar,cowboys
alışkanlıkları,habits of
dokunmayı,touching
lavaboda,in the sink
bizimkilere,to ours
evlenmemi,my marriage
armando,armando
evlenmedin,you didn't get married
arttırıyor,it increases
saldırganı,aggression
gölgelerin,the shadows
apophis,apophis
harcadığını,spent
anımsıyor,reminiscent
teklifleri,proposals
jean-luc,jean-luc
viskiyi,whiskey
bakmanız,look
anladim,understood
çürüyen,rotting
kurabilir,able
güvenebileceğini,that you can trust
aktivitesi,activity
boğucu,stifling
vurmadı,did not hit
tutuklanması,arrest
hatanız,your mistake
sürükleyen,drifting
bardaktan,from the cup
ettirdin,you have made it
tapıyor,adore
biletimi,my ticket
kıçımızı,our ass
alonzo,alonzo
sameer,sameer
kayıptı,It was loss
hoparlöre,loudspeaker
suçlanacak,will be charged with
tanırsınız,you recognize
bodur,scrub
buluşmada,In the meeting
olmadigini,notigin
onaylı,approved
seviyeli,level
chc6e242,CHC6E242
sakızı,gum
hanımla,lady
bileklik,bracelet
üzerindeyken,When you are on the
tercüman,interpreter
takayım,let me wear
silvia,silvia
kapımın,of my door.
sırbistan,Serbia
rangers,rangers
havuzuna,to the pool
korsanları,pirates
heinrich,heinrich
instagram,instagram
davranıştı,was the behavior of
büyüye,to the magic
dilersen,If you wish
için-,for-
odaklı,focused
umuyordu,He hoped he was
louvre,louvre
kelvin,Kelvin
doğuma,born
götürmüşler,they have taken
çatısı,roof
kavanozu,jar
define,treasure
alkışlayın,clap
tahtadan,from the board
valda,valve
terbiyesizlik,rudeness
öldürebilirdin,you could have killed
ehliyetim,my driver's license
İtin,Pushing
terket,quit
iddiaları,allegations
uyuyamıyor,unable to sleep
detaya,deta
gamma,gambling
içmesi,drinking
donuyor,freezes
uykumu,sleeping
çekerler,they attract
hurdaya,scrap
yanlarından,by their side
fantazi,fantasy
eksiğimiz,our shout
burnett,Burnett
bırakınca,when you leave
orİjİnal,original
kıyaslanamaz,incomparable
seamus,seamus
günahın,sin
çalışmayan,inoperative
adrianna,adrianna
karta,card
göstermelik,for show
wilkins,Wilkins
yetişir,grows
alımlı,attractive
madalyon,locket
yarışıyor,racing
uyuması,sleeping
yalancılar,liars
endişelerini,their concerns
peş,stiff
bilemedin,you didn't know
yalanlarla,lies
şüphesi,suspect
beslenir,fed
elmacık,cheek
çalışmıştık,We have worked
karışmaya,to mingle
vururlar,they hide
becerileri,skills
pagan,pagan
saldırdığında,When she attacks
ordusunda,army
kadro,staff
zorlaştırma,harmony
masanda,on the table
gözlüklerim,my glasses
destekler,supports
puck,puck
inanmalısınız,You should believe
dekor,decor
platform,platform
tuvaletleri,restrooms
jodi,jodi
yeşile,green
vereceğiniz,that you will give
olabileceğimiz,that we can be
yiyemiyorum,I can't eat it
pepsi,pepsi
tükenmek,run out
bahsedebilir,can tell
atamıyorum,I am not assigning
yatabilirsin,you can go to bed
tsunami,tsunami
feel,feel
sağlamdır,is solid
tanışırsın,you meet
madagaskar,Madagascar
ortağımın,of my partner.
damadı,grooming
paylaştığın,that you share
çalışmaların,of the studies.
bozulması,deterioration
tanıştıktan,from meeting
kötüleşecek,will worsen
çalıştırmaya,to run
gitmediniz,you have not gone
kullanıma,use
arena,arena
kestiğini,cutting
yanlıştır,is wrong
specter,specter
kulübenin,of the hut
hikayeden,from the story
yolculuğunu,journey
payıma,sake
dottie,dottie
baldrick,baldrick
kapağına,to the cover of
başlamadım,I didn't start
zhou,zhou
cedric,cedric
şirinsin,you're cute
kardesim,my brother
bekarım,I am single
roderick,roderick
alistair,alistair
dalavere,intrigue
nüfuzlu,influential
çeşme,fountain
bağlayalım,Let's Connect
arkasındayım,I'm in the back of
antonia,antonia
faktör,factor
şövalyesi,knight
raporlarına,to their reports
hikâyeye,story
alfabetik,alphabetical
özledi,missed
dilemesi,fancy
kapuçino,cappuccino
duysa,if
alandaki,in the area
yıldı,was the year
üretir,produces
neslin,generation
işkenceye,tortured
hemşireyim,nurse
bulunuyorsunuz,You are located
reginald,reginald
düşünemez,can't think
trump,trump
içindeymiş,in
millerce,millerese
lucinda,lucinda
zincirleri,chains
senindi,It was yours
ittin,he pushed
aralığı,interval
kalanlara,to those left
doğuruyor,giving birth to
yapmasının,pronouncement of
soruyorsan,If you are asking
gotik,Gothic
sistemim,my system
şebekesi,mains
oklar,arrows
aşkımın,of my love.
dilden,tongue
anlaşmadır,is the agreement
yapmasın,If you don't
sokuyorum,I'm sticking out
polisinden,from the police
kal-el,Stay-hand
yapabileceğinizi,that you can
büyükanneme,grandmother
tüfekler,rifles
ortadoğu,Middle Eastern
ustam,master
risa,risa
nzt,nzt
tamamla,complete
ortağına,to the partner
açılmamış,unopened
işinizin,of your business.
iclip,ics
shredder,shredder
korkuluk,railing
isyanı,riot
düzeltin,fix
edecekmiş,that will have to be
oyundur,is the game
kaçmana,fuck
felci,paralysis
inanmanı,believing
borçlusunuz,You are owed
binbaşım,my billet
endişelendin,you were worried about
uykun,your sleep
özgürlüğümü,my freedom
anlayabiliriz,we can understand
üstlük,coarse
pompası,pump
zencilerin,niggers
prof.,PROF.
muhalif,dissident
misha,misha
group,groop
dediğinden,Since he says
alışamadım,I couldn't get used to
pazarlığı,bargain
aramayacağım,I will not look for
dönmüştür,has returned
yetimhane,orphanage
işemem,my piss
bizlerden,from us
galibi,winner
yürürlüğe,effective
would,would
damlaları,drops
ekleyin,add
topuk,heel
incitmez,hurt
karındeşen,brutal
pıhtı,clot
sesiydi,was the sound of
diyabet,diabetes
diyeceğin,that you will say
kankam,kankam
kamyonette,in the truck
atılır,excreted
uyuyamadın,You couldn't sleep
yakasına,to the collar
kaçmayacağım,I will not run away
yorumu,commentary
savaşmaktan,battle
doğumunu,birth
özelliklere,to features
bebeklerle,babies
zavallısın,you're poor
lai,lai
kalbiniz,Your Heart
cap,diameter
easy,Easy
bitirmen,finishing
oyunumuz,our game
gordo,gordo
kötünün,evil
meta,meta-
ifadeyle,with the phrase
envanter,inventory
keşişler,monks
diyemeyiz,We cannot say
mtv,mtv
askerden,military
saçması,scattering
anliyorum,I understand
önlemi,precautionary
voodoo,voodoo
canlarına,dearly
dolaşıyorum,I'm walking around
seviyordur,she is loving
aletimi,my dick
bağışlıyorum,I donate
pısırık,diffident
peşindesiniz,you are in the pursuit of
ediliyorum,I'm being being
el-kaide,al-pedestal
jia,jia
kavuşmak,gain
uğraşıyordu,he was engaging
uyarmam,stimulus
çıkarcı,sordid
dairende,in your flat
kahramana,hero
masumiyet,innocence
kartınızı,your card
tabağını,her plate
paslanmış,rusty
dayanmaya,on
isteyince,request
tutardı,It was the amount
kamerasını,his camera
dönmeniz,turn
bilseniz,If you know
maymunları,monkeys
media,media
göğsündeki,in the chest
geçmelisin,you have to pass
vazgeçmiş,giving up
clair,clair
kanımca,in my opinion
ölürdü,would die
biryere,in one's
küle,tower
bayılacaksınız,you will love it
spesifik,specific
lund,lund
yunanlılar,Greeks
güçlükle,with difficulty
başlayacaktır,will start
kaş,eyebrow
joaquin,joaquin
kullanacaklar,they will use
öneriyorsunuz,you are suggesting
sinirlenmiş,annoyed
suçlularla,with criminals
yaratılış,creation
kalıbı,mold
tartışırız,We discuss
bulmada,in finding
verilerini,their data
yaptıklarınızı,of what you do
tapıyorum,adore
olmamamız,we are not to be
boğulan,drowning
sarstı,rocker
bulduğunuzda,When you find it
rahatsiz,uncomfortable
ürünün,the product is
içemem,I can't drink
kanserin,of cancer
ayakkabıyı,shoe
farnsworth,farnsworth
gitmemelisin,You should not go
cunningham,cunningham
şeklim,figure
marcello,marcello
dinah,dinaur
mağazasına,to the store
sığmaz,fails
dükkânına,shop
ricada,riaca
taşımış,furrowed
kasların,your muscles
parmakla,finger
etrafınıza,around
morluk,bruises
çalışmışlar,they worked
uyguluyorum,I'm practicing
yükselme,rise
süreden,duration
blanca,banca
kılına,bristle
kurtulamayacaksın,you won't be able to get up
beslemeye,to feed
uzlaşmaya,reconciliation
taradım,I'm scanned
around,around
zorlar,forces
masha,masha
bulurdu,would find
bezleri,glands
giderdin,you'd go
günahların,your sins
watkins,watkins
başaramayacağız,we are not able to make it
yollayacak,will ship
kesintisiz,uninterrupted
yardımınızı,your help is
sharona,Sharona
annemdi,It was my mother
kimiz,kumiss
bakanın,of the beholder
ondaki,on
sea,sea
almeida,almeida
hemşiresi,nurse
aramalı,calling
darrin,darrow
fiziki,physical
psikiyatriste,psychiatrist
büyücüler,wizards
kimura,kimura
tartışmasız,undisputed
yener,beats
katıldığınız,you attend
hırçın,combative
pops,pops
bırakmanız,release
öğrencilerinin,of their students
halimle,halt
laboratuvarında,in the lab
odalara,to the rooms
testis,testis
çocuklarınızın,of your children.
reçeteli,prescribed
İşlerim,My works
defterleri,books
yerlilerin,the locals
yazacağız,we will write
bulmuyorsun,You don't find it
pakistanlı,Pakistani
getireceği,brought
ellerimizi,our hands
eğik,threshold
aklandı,laundered
sulh,peace
efendimizin,of our master
tokadı,tucked
kanıtlanmış,proven
ız,trace
bulmakla,in finding
geçersen,If you pass through
kaldırayım,I'll neuter
başlıkları,titles
çağıracak,will call
sayfasına,to the page
open,open
akrabam,my relative
akraban,kinian
potts,potts
peşindeki,pursuant
belinda,waistful
mektupların,your letters
şekerleri,candies
ozan,poet
shiki,shiki
yenemez,unbeaten
savunan,defending
tıkalı,blocked
garantisini,guarantee
anladığınızı,that you understand
ineğin,cow
dinlemiyorsunuz,you don't listen to
dönerdi,would have turned
barnaby,barnaby
kalıyordum,I was staying at
yönümüz,our direction
dostsun,dude
tanımazsın,you do not recognize
kendisinde,in herself
yakin,near
yetişmeye,catching up
kürekle,shoveling
sıkıntın,you're squeezed
mekanizma,mechanism
ciddiyetini,solemnity
yazmadı,did not write
kumdan,sandy
kaybedemeyiz,We can't lose
nik,nik
palace,palace
zekalılar,intelligent
eşinden,wife
hiçliğin,of nothingness
ilgilenebilir,interested in
özgüven,confidence
başaramayacak,will not be able to achieve
koruyoruz,We are covering
savaşından,from the war
yeppudaa,yeppudaa
yaklaştır,It is approaching
odamıza,to our room
atsan,assign
vahşiler,savages
dikiz,rear view
umursamadı,didn't care
uydurmaya,to keep up
siyahların,of blacks
herseyi,everything
açmalısın,you have to turn on
